ability_identifier,language_identifier,name
supreme-overlord,zh-simp,大将
supreme-overlord,zh-trad,大將
surge-surfer,jp-kana,サーフテール
surge-surfer,jp-kanji,サーフテール
surge-surfer,en,Surge Surfer
surge-surfer,fr,Surf Caudal
surge-surfer,it,Codasurf
surge-surfer,de,Surf-Schweif
surge-surfer,es,Cola Surf
surge-surfer,ko,서핑테일
surge-surfer,zh-simp,冲浪之尾
surge-surfer,zh-trad,衝浪之尾
swarm,jp-kana,むしのしらせ
swarm,jp-kanji,むしのしらせ
swarm,en,Swarm
swarm,fr,Essaim
swarm,it,Aiutinsetto
swarm,de,Hexaplaga
swarm,es,Enjambre
swarm,ko,벌레의알림
swarm,zh-simp,虫之预感
swarm,zh-trad,蟲之預感
sweet-veil,jp-kana,スイートベール
sweet-veil,jp-kanji,スイートベール
sweet-veil,en,Sweet Veil
sweet-veil,fr,Gluco-Voile
sweet-veil,it,Dolcevelo
sweet-veil,de,Zuckerhülle
sweet-veil,es,Velo Dulce
sweet-veil,ko,스위트베일
sweet-veil,zh-simp,甜幕
sweet-veil,zh-trad,甜幕
swift-swim,jp-kana,すいすい
swift-swim,jp-kanji,すいすい
swift-swim,en,Swift Swim
swift-swim,fr,Glissade
swift-swim,it,Nuotovelox
swift-swim,de,Wassertempo
swift-swim,es,Nado Rápido
swift-swim,ko,쓱쓱
swift-swim,zh-simp,悠游自如
swift-swim,zh-trad,悠游自如
sword-of-ruin,jp-kana,わざわいのつるぎ
sword-of-ruin,jp-kanji,わざわいのつるぎ
sword-of-ruin,en,Sword of Ruin
sword-of-ruin,fr,Épée du Fléau
sword-of-ruin,it,Spada Nefasta
sword-of-ruin,de,Unheilsschwert
sword-of-ruin,es,Espada Debacle
sword-of-ruin,ko,재앙의검
sword-of-ruin,zh-simp,灾祸之剑
sword-of-ruin,zh-trad,災禍之劍
symbiosis,jp-kana,きょうせい
symbiosis,jp-kanji,きょうせい
symbiosis,en,Symbiosis
symbiosis,fr,Symbiose
symbiosis,it,Simbiosi
symbiosis,de,Symbiose
symbiosis,es,Simbiosis
symbiosis,ko,공생
symbiosis,zh-simp,共生
symbiosis,zh-trad,共生
synchronize,jp-kana,シンクロ
synchronize,jp-kanji,シンクロ
synchronize,en,Synchronize
synchronize,fr,Synchro
synchronize,it,Sincronismo
synchronize,de,Synchro
synchronize,es,Sincronía
synchronize,ko,싱크로
synchronize,zh-simp,同步
synchronize,zh-trad,同步
tablets-of-ruin,jp-kana,わざわいのおふだ
tablets-of-ruin,jp-kanji,わざわいのおふだ
tablets-of-ruin,en,Tablets of Ruin
tablets-of-ruin,fr,Bois du Fléau
tablets-of-ruin,it,Amuleto Nefasto
tablets-of-ruin,de,Unheilstafeln
tablets-of-ruin,es,Tablilla Debacle
tablets-of-ruin,ko,재앙의목간
tablets-of-ruin,zh-simp,灾祸之简
tablets-of-ruin,zh-trad,災禍之簡
tangled-feet,jp-kana,ちどりあし
tangled-feet,jp-kanji,ちどりあし
tangled-feet,en,Tangled Feet
tangled-feet,fr,Pieds Confus
tangled-feet,it,Intricopiedi
tangled-feet,de,Taumelschritt
tangled-feet,es,Tumbos
tangled-feet,ko,갈지자걸음
tangled-feet,zh-simp,蹒跚
tangled-feet,zh-trad,蹣跚
tangling-hair,jp-kana,カーリーヘアー
tangling-hair,jp-kanji,カーリーヘアー
tangling-hair,en,Tangling Hair
tangling-hair,fr,Mèche Rebelle
tangling-hair,it,Boccolidoro
tangling-hair,de,Lockenkopf
tangling-hair,es,Rizos Rebeldes
tangling-hair,ko,컬리헤어
tangling-hair,zh-simp,卷发
tangling-hair,zh-trad,捲髮
technician,jp-kana,テクニシャン
technician,jp-kanji,テクニシャン
technician,en,Technician
technician,fr,Technicien
technician,it,Tecnico
technician,de,Techniker
technician,es,Experto
technician,ko,테크니션
technician,zh-simp,技术高手
technician,zh-trad,技術高手
telepathy,jp-kana,テレパシー
telepathy,jp-kanji,テレパシー
telepathy,en,Telepathy
telepathy,fr,Télépathe
telepathy,it,Telepatia
telepathy,de,Telepathie
telepathy,es,Telepatía
telepathy,ko,텔레파시
telepathy,zh-simp,心灵感应
telepathy,zh-trad,心靈感應
tera-shell,jp-kana,テラスシェル
tera-shell,jp-kanji,テラスシェル
tera-shell,en,Tera Shell
tera-shell,fr,Téra-Carapace
tera-shell,it,Teraguscio
tera-shell,de,Tera-Panzer
tera-shell,es,Teracaparazón
tera-shell,ko,테라셸
tera-shell,zh-simp,太晶甲壳
tera-shell,zh-trad,太晶甲殼
tera-shift,jp-kana,テラスチェンジ
tera-shift,jp-kanji,テラスチェンジ
tera-shift,en,Tera Shift
tera-shift,fr,Téramorphose
tera-shift,it,Teramorfosi
tera-shift,de,Tera-Wandel
tera-shift,es,Teracambio
tera-shift,ko,테라체인지
tera-shift,zh-simp,太晶变形
tera-shift,zh-trad,太晶變形
teraform-zero,jp-kana,ゼロフォーミング
teraform-zero,jp-kanji,ゼロフォーミング
teraform-zero,en,Teraform Zero
teraform-zero,fr,Téraformation 0
teraform-zero,it,Zeroformazione
teraform-zero,de,Teraforming Null
teraform-zero,es,Teraformación 0
teraform-zero,ko,제로포밍
teraform-zero,zh-simp,归零化境
teraform-zero,zh-trad,歸零化境
teravolt,jp-kana,テラボルテージ
teravolt,jp-kanji,テラボルテージ
teravolt,en,Teravolt
teravolt,fr,Téra-Voltage
teravolt,it,Teravolt
teravolt,de,Teravolt
teravolt,es,Terravoltaje
teravolt,ko,테라볼티지
teravolt,zh-simp,兆级电压
teravolt,zh-trad,兆級電壓
thermal-exchange,jp-kana,ねつこうかん
thermal-exchange,jp-kanji,ねつこうかん
thermal-exchange,en,Thermal Exchange
thermal-exchange,fr,Thermodynamique
thermal-exchange,it,Termoscambio
thermal-exchange,de,Thermowandel
thermal-exchange,es,Termoconversión
thermal-exchange,ko,열교환
thermal-exchange,zh-simp,热交换
thermal-exchange,zh-trad,熱交換
thick-fat,jp-kana,あついしぼう
thick-fat,jp-kanji,あついしぼう
thick-fat,en,Thick Fat
thick-fat,fr,Isograisse
thick-fat,it,Grassospesso
thick-fat,de,Speckschicht
thick-fat,es,Sebo
thick-fat,ko,두꺼운지방
thick-fat,zh-simp,厚脂肪
thick-fat,zh-trad,厚脂肪
tinted-lens,jp-kana,いろめがね
tinted-lens,jp-kanji,いろめがね
tinted-lens,en,Tinted Lens
tinted-lens,fr,Lentiteintée
tinted-lens,it,Lentifumé
tinted-lens,de,Aufwertung
tinted-lens,es,Cromolente
tinted-lens,ko,색안경
tinted-lens,zh-simp,有色眼镜
tinted-lens,zh-trad,有色眼鏡
torrent,jp-kana,げきりゅう
torrent,jp-kanji,げきりゅう
torrent,en,Torrent
torrent,fr,Torrent
torrent,it,Acquaiuto
torrent,de,Sturzbach
torrent,es,Torrente
torrent,ko,급류
torrent,zh-simp,激流
torrent,zh-trad,激流
tough-claws,jp-kana,かたいツメ
tough-claws,jp-kanji,かたいツメ
tough-claws,en,Tough Claws
tough-claws,fr,Griffe Dure
tough-claws,it,Unghiedure
tough-claws,de,Krallenwucht
tough-claws,es,Garra Dura
tough-claws,ko,단단한발톱
tough-claws,zh-simp,硬爪
tough-claws,zh-trad,硬爪
toxic-boost,jp-kana,どくぼうそう
toxic-boost,jp-kanji,どくぼうそう
toxic-boost,en,Toxic Boost
toxic-boost,fr,Rage Poison
toxic-boost,it,Velenimpeto
toxic-boost,de,Giftwahn
toxic-boost,es,Ímpetu Tóxico
toxic-boost,ko,독폭주
toxic-boost,zh-simp,中毒激升
toxic-boost,zh-trad,中毒激升
toxic-chain,jp-kana,どくのくさり
toxic-chain,jp-kanji,どくのくさり
toxic-chain,en,Toxic Chain
toxic-chain,fr,Chaîne Toxique
toxic-chain,it,Catena Tossica
toxic-chain,de,Giftkette
toxic-chain,es,Cadena Tóxica
toxic-chain,ko,독사슬
toxic-chain,zh-simp,毒锁链
toxic-chain,zh-trad,毒鎖鏈
toxic-debris,jp-kana,どくげしょう
toxic-debris,jp-kanji,どくげしょう
toxic-debris,en,Toxic Debris
toxic-debris,fr,Dépôt Toxique
toxic-debris,it,Mantossina
toxic-debris,de,Giftbelag
toxic-debris,es,Capa Tóxica
toxic-debris,ko,독치장
toxic-debris,zh-simp,毒满地
toxic-debris,zh-trad,毒滿地
trace,jp-kana,トレース
trace,jp-kanji,トレース
trace,en,Trace
trace,fr,Calque
trace,it,Traccia
trace,de,Erfassen
trace,es,Calco
trace,ko,트레이스
trace,zh-simp,复制
trace,zh-trad,複製
transistor,jp-kana,トランジスタ
transistor,jp-kanji,トランジスタ
transistor,en,Transistor
transistor,fr,Transistor
transistor,it,Transistor
transistor,de,Transistor
transistor,es,Transistor
transistor,ko,트랜지스터
transistor,zh-simp,电晶体
transistor,zh-trad,電晶體
triage,jp-kana,ヒーリングシフト
triage,jp-kanji,ヒーリングシフト
triage,en,Triage
triage,fr,Prioguérison
triage,it,Primacura
triage,de,Heilwandel
triage,es,Primer Auxilio
triage,ko,힐링시프트
triage,zh-simp,先行治疗
triage,zh-trad,先行治療
truant,jp-kana,なまけ
truant,jp-kanji,なまけ
truant,en,Truant
truant,fr,Absentéisme
truant,it,Pigrone
truant,de,Schnarchnase
truant,es,Pereza
truant,ko,게으름
truant,zh-simp,懒惰
truant,zh-trad,懶惰
turboblaze,jp-kana,ターボブレイズ
turboblaze,jp-kanji,ターボブレイズ
turboblaze,en,Turboblaze
turboblaze,fr,Turbo Brasier
turboblaze,it,Piroturbina
turboblaze,de,Turbobrand
turboblaze,es,Turbollama
turboblaze,ko,터보블레이즈
turboblaze,zh-simp,涡轮火焰
turboblaze,zh-trad,渦輪火焰
unaware,jp-kana,てんねん
unaware,jp-kanji,てんねん
unaware,en,Unaware
unaware,fr,Inconscient
unaware,it,Imprudenza
unaware,de,Unkenntnis
unaware,es,Ignorante
unaware,ko,천진
unaware,zh-simp,纯朴
unaware,zh-trad,純樸
unburden,jp-kana,かるわざ
unburden,jp-kanji,かるわざ
unburden,en,Unburden
unburden,fr,Délestage
unburden,it,Agiltecnica
unburden,de,Entlastung
unburden,es,Liviano
unburden,ko,곡예
unburden,zh-simp,轻装
unburden,zh-trad,輕裝
unnerve,jp-kana,きんちょうかん
unnerve,jp-kanji,きんちょうかん
unnerve,en,Unnerve
unnerve,fr,Tension
unnerve,it,Agitazione
unnerve,de,Anspannung
unnerve,es,Nerviosismo
unnerve,ko,긴장감
unnerve,zh-simp,紧张感
unnerve,zh-trad,緊張感
unseen-fist,jp-kana,ふかしのこぶし
unseen-fist,jp-kanji,ふかしのこぶし
unseen-fist,en,Unseen Fist
unseen-fist,fr,Poing Invisible
unseen-fist,it,Pugni Invisibili
unseen-fist,de,Verborgene Faust
unseen-fist,es,Puño Invisible
unseen-fist,ko,보이지않는주먹
unseen-fist,zh-simp,无形拳
unseen-fist,zh-trad,無形拳
vessel-of-ruin,jp-kana,わざわいのうつわ
vessel-of-ruin,jp-kanji,わざわいのうつわ
vessel-of-ruin,en,Vessel of Ruin
vessel-of-ruin,fr,Urne du Fléau
vessel-of-ruin,it,Vaso Nefasto
vessel-of-ruin,de,Unheilsgefäß
vessel-of-ruin,es,Caldero Debacle
vessel-of-ruin,ko,재앙의그릇
vessel-of-ruin,zh-simp,灾祸之鼎
vessel-of-ruin,zh-trad,災禍之鼎
victory-star,jp-kana,しょうりのほし
victory-star,jp-kanji,しょうりのほし
victory-star,en,Victory Star
victory-star,fr,Victorieux
victory-star,it,Vittorstella
victory-star,de,Triumphstern
victory-star,es,Tinovictoria
victory-star,ko,승리의별
victory-star,zh-simp,胜利之星
victory-star,zh-trad,勝利之星
vital-spirit,jp-kana,やるき
vital-spirit,jp-kanji,やるき
vital-spirit,en,Vital Spirit
vital-spirit,fr,Esprit Vital
vital-spirit,it,Spiritovivo
vital-spirit,de,Munterkeit
vital-spirit,es,Espíritu Vital
vital-spirit,ko,의기양양
vital-spirit,zh-simp,干劲
vital-spirit,zh-trad,幹勁
volt-absorb,jp-kana,ちくでん
volt-absorb,jp-kanji,ちくでん
volt-absorb,en,Volt Absorb
volt-absorb,fr,Absorbe-Volt
volt-absorb,it,Assorbivolt
volt-absorb,de,Voltabsorber
volt-absorb,es,Absorbe Elec
volt-absorb,ko,축전
volt-absorb,zh-simp,蓄电
volt-absorb,zh-trad,蓄電
wandering-spirit,jp-kana,さまようたましい
wandering-spirit,jp-kanji,さまようたましい
wandering-spirit,en,Wandering Spirit
wandering-spirit,fr,Âme Vagabonde
wandering-spirit,it,Anima Errante
wandering-spirit,de,Rastlose Seele
wandering-spirit,es,Alma Errante
wandering-spirit,ko,떠도는영혼
wandering-spirit,zh-simp,游魂
wandering-spirit,zh-trad,遊魂
water-absorb,jp-kana,ちょすい
water-absorb,jp-kanji,ちょすい
water-absorb,en,Water Absorb
water-absorb,fr,Absorbe-Eau
water-absorb,it,Assorbacqua
water-absorb,de,H2O-Absorber
water-absorb,es,Absorbe Agua
water-absorb,ko,저수
water-absorb,zh-simp,储水
water-absorb,zh-trad,儲水
water-bubble,jp-kana,すいほう
water-bubble,jp-kanji,すいほう
water-bubble,en,Water Bubble
water-bubble,fr,Aquabulle
water-bubble,it,Bolladacqua
water-bubble,de,Wasserblase
water-bubble,es,Pompa
water-bubble,ko,수포
water-bubble,zh-simp,水泡
water-bubble,zh-trad,水泡
water-compaction,jp-kana,みずがため
water-compaction,jp-kanji,みずがため
water-compaction,en,Water Compaction
water-compaction,fr,Sable Humide
water-compaction,it,Idrorinforzo
water-compaction,de,Verklumpen
water-compaction,es,Hidrorrefuerzo
water-compaction,ko,꾸덕꾸덕굳기
water-compaction,zh-simp,遇水凝固
water-compaction,zh-trad,遇水凝固
water-veil,jp-kana,みずのベール
water-veil,jp-kanji,みずのベール
water-veil,en,Water Veil
water-veil,fr,Ignifu-Voile
water-veil,it,Idrovelo
water-veil,de,Aquahülle
water-veil,es,Velo Agua
water-veil,ko,수의베일
water-veil,zh-simp,水幕
water-veil,zh-trad,水幕
weak-armor,jp-kana,くだけるよろい
weak-armor,jp-kanji,くだけるよろい
weak-armor,en,Weak Armor
weak-armor,fr,Armurouillée
weak-armor,it,Sottilguscio
weak-armor,de,Bruchrüstung
weak-armor,es,Armadura Frágil
weak-armor,ko,깨어진갑옷
weak-armor,zh-simp,碎裂铠甲
weak-armor,zh-trad,碎裂鎧甲
well-baked-body,jp-kana,こんがりボディ
well-baked-body,jp-kanji,こんがりボディ
well-baked-body,en,Well-Baked Body
well-baked-body,fr,Bien Cuit
well-baked-body,it,Bentostato
well-baked-body,de,Knusperkruste
well-baked-body,es,Cuerpo Horneado
well-baked-body,ko,노릇노릇바디
well-baked-body,zh-simp,焦香之躯
well-baked-body,zh-trad,焦香之軀
white-smoke,jp-kana,しろいけむり
white-smoke,jp-kanji,しろいけむり
white-smoke,en,White Smoke
white-smoke,fr,Écran Fumée
white-smoke,it,Fumochiaro
white-smoke,de,Pulverrauch
white-smoke,es,Humo Blanco
white-smoke,ko,하얀연기
white-smoke,zh-simp,白色烟雾
white-smoke,zh-trad,白色煙霧
wimp-out,jp-kana,にげごし
wimp-out,jp-kanji,にげごし
wimp-out,en,Wimp Out
wimp-out,fr,Escampette
wimp-out,it,Fuggifuggi
wimp-out,de,Reißaus
wimp-out,es,Huida
wimp-out,ko,도망태세
wimp-out,zh-simp,跃跃欲逃
wimp-out,zh-trad,躍躍欲逃
wind-power,jp-kana,ふうりょくでんき
wind-power,jp-kanji,ふうりょくでんき
wind-power,en,Wind Power
wind-power,fr,Turbine Éolienne
wind-power,it,Energia Eolica
wind-power,de,Windkraft
wind-power,es,Energía Eólica
wind-power,ko,풍력발전
wind-power,zh-simp,风力发电
wind-power,zh-trad,風力發電
wind-rider,jp-kana,かぜのり
wind-rider,jp-kanji,かぜのり
wind-rider,en,Wind Rider
wind-rider,fr,Aéroporté
wind-rider,it,Vento Propizio
wind-rider,de,Windreiter
wind-rider,es,Surcavientos
wind-rider,ko,바람타기
wind-rider,zh-simp,乘风
wind-rider,zh-trad,乘風
wonder-guard,jp-kana,ふしぎなまもり
wonder-guard,jp-kanji,ふしぎなまもり
wonder-guard,en,Wonder Guard
wonder-guard,fr,Garde Mystik
wonder-guard,it,Magidifesa
wonder-guard,de,Wunderwache
wonder-guard,es,Superguarda
wonder-guard,ko,불가사의부적
wonder-guard,zh-simp,神奇守护
wonder-guard,zh-trad,神奇守護
wonder-skin,jp-kana,ミラクルスキン
wonder-skin,jp-kanji,ミラクルスキン
wonder-skin,en,Wonder Skin
wonder-skin,fr,Peau Miracle
wonder-skin,it,Splendicute
wonder-skin,de,Wunderhaut
wonder-skin,es,Piel Milagro
wonder-skin,ko,미라클스킨
wonder-skin,zh-simp,奇迹皮肤
wonder-skin,zh-trad,奇跡皮膚
zen-mode,jp-kana,ダルマモード
zen-mode,jp-kanji,ダルマモード
zen-mode,en,Zen Mode
zen-mode,fr,Mode Transe
zen-mode,it,Stato Zen
zen-mode,de,Trance-Modus
zen-mode,es,Modo Daruma
zen-mode,ko,달마모드
zen-mode,zh-simp,达摩模式
zen-mode,zh-trad,達摩模式
zero-to-hero,jp-kana,マイティチェンジ
zero-to-hero,jp-kanji,マイティチェンジ
zero-to-hero,en,Zero to Hero
zero-to-hero,fr,Supermutation
zero-to-hero,it,Supercambio
zero-to-hero,de,Superwechsel
zero-to-hero,es,Cambio Heroico
zero-to-hero,ko,마이티체인지
zero-to-hero,zh-simp,全能变身
zero-to-hero,zh-trad,全能變身
